code_muni;n_anos_AA;n_anos_BB;n_anos_sig;classe_persistencia;name_muni;abbrev_state;regiao;inc_sinan_ebl;idhm;ivs;pct_agua_rede;pct_esgoto_adeq;pct_agua_superficial;pct_esgoto_em_corpo_dagua;pct_lixo_coletado
2931053;0;0;0;Sem cluster relevante;Tanque Novo;BA;Bahia;0,38723229777038837;0,599;;65,7818181818182;4,254545454545455;1,92727272727272703;0,01818181818181818;55,5090909090909
2931103;0;0;0;Sem cluster relevante;Tanquinho;BA;Bahia;1,30933188031316372;0,597;;82,1579961464355;49,942196531791907;0,11560693641618498;0,65510597302504814;83,0443159922929
2931202;0;0;0;Sem cluster relevante;Taperoá;BA;Bahia;0,14540936913401578;0,566;;59,7178186429930;31,880152187698162;5,26315789473684159;9,17882054533925107;60,5897273303741
2931301;0;0;0;Sem cluster relevante;Tapiramutá;BA;Bahia;0,69356250685890741;0,594;;80,0626713670192;1,370936153544849;6,03211907559733618;0,05875440658049354;81,4923619271445
2931350;0;0;0;Sem cluster relevante;Teixeira de Freitas;BA;Bahia;0,53221549926629852;0,685;;78,4418356456777;76,111068760481785;0,41164811709102000;1,04817807592620826;96,7334959597500
2931400;0;0;0;Sem cluster relevante;Teodoro Sampaio;BA;Bahia;0,66184233141230520;0,594;;85,1993865030675;25,383435582822084;0,26840490797546013;0,72852760736196309;84,1257668711656
2931509;0;0;0;Sem cluster relevante;Teofilândia;BA;Bahia;3,45576776385346474;0,566;;82,1733821733822;26,007326007326011;0,43413376746710081;0,18993352326685661;78,1169447836115
2931608;0;0;0;Sem cluster relevante;Teolândia;BA;Bahia;2,05133426302610200;0,555;;41,2249208025343;25,364308342133050;1,45723336853220697;4,94192185850052823;44,3928194297782
2931707;0;0;0;Sem cluster relevante;Terra Nova;BA;Bahia;2,31277507167113638;0,578;;84,3007915567282;68,443271767810018;0,15831134564643798;10,94986807387862804;90,8179419525066
2931806;0;0;0;Sem cluster relevante;Tremedal;BA;Bahia;12,87095036418801719;0,528;;38,3713022781367;10,030601836110167;22,27133628017680778;1,90411424685481134;34,9710982658960
2931905;0;0;0;Sem cluster relevante;Tucano;BA;Bahia;0,96146666676686710;0,579;;73,3076436418013;49,565767527463045;0,09202277563697014;0,27031690343359982;79,9160292172313
2932002;0;0;0;Sem cluster relevante;Uauá;BA;Bahia;0,78939169610892723;0,605;;54,4413919413919;13,679029304029305;0,48076923076923078;0,29761904761904762;59,6039377289377
2932101;0;0;0;Sem cluster relevante;Ubaíra;BA;Bahia;84,16836709464698174;0,582;;54,3132389432200;41,877098233834474;10,90351773463727802;9,58984089913881199;63,5527660195592
2932200;0;0;0;Sem cluster relevante;Ubaitaba;BA;Bahia;0,97276151599011684;0,611;;88,7263206530109;76,081934390882495;3,32665947943939644;7,42337902356383772;92,9000462036039
2932309;0;0;0;Sem cluster relevante;Ubatã;BA;Bahia;0,67951965178977458;0,593;;85,4657113613101;68,764926646195832;0,69941999317639036;16,08665984305697805;89,5769361992494
2932408;0;0;0;Sem cluster relevante;Uibaí;BA;Bahia;1,76801469201259742;0,617;;96,9019286007386;1,231021748050882;0,00000000000000000;0,04103405826836274;97,2302010668855
2932457;0;0;0;Sem cluster relevante;Umburanas;BA;Bahia;0,71881934400237579;0,515;;74,4035674470457;22,140468227424751;0,13377926421404682;0,04459308807134894;70,3901895206243
2932507;0;0;0;Sem cluster relevante;Una;BA;Bahia;0,79068898261969667;0,560;;67,5410781204958;35,831651772845206;7,04814067454597915;2,70971461516287127;76,1746901124243
2932606;0;0;0;Sem cluster relevante;Urandi;BA;Bahia;0,61923361614214423;0,598;;71,2950340798442;10,399221032132425;0,93476144109055492;2,33690360272638742;59,8442064264849
2932705;0;0;0;Sem cluster relevante;Uruçuca;BA;Bahia;0,58680857425462085;0,616;;71,0667006109980;58,617617107942976;2,40580448065173114;5,51171079429735222;78,0549898167006
2932804;0;0;0;Sem cluster relevante;Utinga;BA;Bahia;2,98970241606547615;0,590;;82,9733378332771;1,805602429969625;4,92743840701991243;0,01687478906513669;84,9983125210935
2932903;0;0;0;Sem cluster relevante;Valença;BA;Bahia;0,03294558698564611;0,623;;74,8776711056054;60,857850727779493;1,47104366676989784;5,11613502632393935;75,8501083926912
2933000;0;0;0;Sem cluster relevante;Valente;BA;Bahia;1,35775169686228558;0,637;;90,7084528801589;56,278967115427058;0,14345619068638268;0,05517545795630104;93,1472081218274
2933059;0;0;0;Sem cluster relevante;Várzea da Roça;BA;Bahia;1,67389301682025171;0,539;;75,4521963824289;16,895249453388988;1,51063406877360351;0,15901411250248459;77,4796263168356
2933109;0;0;0;Sem cluster relevante;Várzea do Poço;BA;Bahia;0,98800012407793569;0,575;;81,8012422360248;32,111801242236027;4,06832298136645942;0,15527950310559005;84,5652173913043
2933158;0;0;0;Sem cluster relevante;Várzea Nova;BA;Bahia;2,86717649503824523;0,555;;79,9794238683128;59,444444444444443;0,08230452674897119;0,00000000000000000;79,5884773662551
2933174;0;0;0;Sem cluster relevante;Varzedo;BA;Bahia;1,98064493513797024;0,586;;57,2059635560464;29,431253451131973;0,71783545002760907;0,74544450579790167;60,5742683600221
2933208;0;0;0;Sem cluster relevante;Vera Cruz;BA;Bahia;0,29160463416658677;0,645;;96,5798537675993;30,171007311620034;0,00000000000000000;2,09076077104356761;90,4284246782283
2933257;0;0;0;Sem cluster relevante;Vereda;BA;Bahia;3,97012800377573383;0,577;;59,4318686196183;40,612516644474034;8,47758544163337646;16,77762982689747062;74,8779405237461
2933307;1;0;1;Cluster de alto risco esporádico (1-2 anos);Vitória da Conquista;BA;Bahia;0,72707969169313091;0,678;;90,5230049348858;80,870926007700589;0,46869794934963316;0,13015083552188161;93,2034923807532
2933406;0;0;0;Sem cluster relevante;Wagner;BA;Bahia;1,01936453307939723;0,587;;85,4878048780488;0,792682926829268;6,28048780487804859;0,00000000000000000;77,7134146341463
2933455;0;0;0;Sem cluster relevante;Wanderley;BA;Bahia;0,38899266234032059;0,600;;64,7141848976711;3,246294989414256;5,55163490943307458;0,18819101387908727;58,5979769466008
2933505;0;0;0;Sem cluster relevante;Wenceslau Guimarães;BA;Bahia;0,62834414868274635;0,544;;46,0382349404833;28,664181796320786;4,66514368161596682;9,46254659131898457;53,9737886257064
2933604;0;0;0;Sem cluster relevante;Xique-Xique;BA;Bahia;0,06365951014866203;0,585;;81,0886768730124;20,619776643739367;2,25575031432586348;0,22187708009762588;74,0107980178981
3106655;0;0;0;Sem cluster relevante;Berizal;MG;Norte de Minas;1,54901067886053556;0,604;;83,4051724137931;17,959770114942529;1,36494252873563227;0,00000000000000000;82,6867816091954
3107307;0;0;0;Sem cluster relevante;Bocaiúva;MG;Norte de Minas;2,15976885500216298;0,700;;83,4194429597957;79,832531623017999;1,35399964368430425;0,06532454421283924;85,4029336658947
3108255;0;0;0;Sem cluster relevante;Bonito de Minas;MG;Norte de Minas;66,25727552091669281;0,537;;51,2331469911213;0,493258796448537;27,55672476159158180;0,06576783952647156;37,5534363696153
3108503;0;0;0;Sem cluster relevante;Botumirim;MG;Norte de Minas;0,00765086409998085;0,602;;62,5599232981783;26,270373921380635;7,71812080536912770;0,09587727708533077;57,9578139980825
3108602;0;1;1;Sem cluster relevante;Brasília de Minas;MG;Norte de Minas;1,62575722460305006;0,656;;59,3040565686639;54,540379605508008;4,23334573874209141;0,02791216970599181;68,2452549311500
