code_muni;name_muni;uf;regiao;casos_sinan;pessoa_ano;inc_sinan_bruta;inc_sinan_ebg;inc_sinan_ebl;examinados;positivos;posit_bruta;posit_ebl;rme_sinan;rme_pce
2922706;Nova Canaã;BA;Bahia;2;121461,0774468070;1,6466180294472397;1,66305190046553530;1,77052095814435972;0;0;;;0,5824010555826713;
2932408;Uibaí;BA;Bahia;2;110408,1627352248;1,8114602674770506;1,82699353734713710;1,76801469201259742;0;0;;;0,6407049801822335;
2920403;Manoel Vitorino;BA;Bahia;2;109185,8196919398;1,8317396944427962;1,84713065776048158;1,76247965169127818;0;0;;;0,6478777181580390;
2901601;Antas;BA;Bahia;1;136400,2542194357;0,7331364635077855;0,75913227003816675;1,72979274747581413;0;0;;;0,2593069203647766;
3150570;Pintópolis;MG;Norte de Minas;1;58761,1226061875;1,7018054721349063;1,73371309837373855;1,72259638884980348;0;0;;;0,6019205946022913;
2918753;Lagoa Real;BA;Bahia;2;120384,8029168234;1,6613392650414893;1,67771128461011543;1,71173215351129904;0;0;;;0,5876078874017364;
2913101;Ibititá;BA;Bahia;2;137622,8854785312;1,4532466697277573;1,47015372116990806;1,70916776632797429;0;0;;;0,5140065147686801;
2908606;Conde;BA;Bahia;3;200313,8368406759;1,4976499114168118;1,50893375162097532;1,70686392295723577;0;0;;;0,5297117325960831;
2933059;Várzea da Roça;BA;Bahia;2;112857,4570346626;1,7721469653402939;1,78793646388166083;1,67389301682025171;0;0;;;0,6268000500445661;
2927507;Santa Bárbara;BA;Bahia;4;169135,0173432009;2,3649744818267799;2,36961387580624772;1,66578994355860344;0;0;;;0,8364803554983365;
2926608;Ribeira do Pombal;BA;Bahia;7;436391,4126693450;1,6040645614866669;1,60885155188538098;1,66369454327291688;0;0;;;0,5673500940264805;
2921906;Mucugê;BA;Bahia;1;85809,8454110283;1,1653674414748219;1,19792238232192116;1,65608938182923038;0;0;;;0,4121849851750091;
3108602;Brasília de Minas;MG;Norte de Minas;4;260576,3143906807;1,5350589363248195;1,54350573661597656;1,62575722460305006;0;0;;;0,5429431288307373;
2926202;Riachão das Neves;BA;Bahia;0;177619,8627384249;0,0000000000000000;0,02702972088885314;1,60922454734247644;0;0;;;0,0000000000000000;
2930709;Simões Filho;BA;Bahia;20;1012995,2667146152;1,9743428875896687;1,97578405946886138;1,59830041212308083;0;0;;;0,6983157971374598;
2912608;Ibiquera;BA;Bahia;0;31355,5852721503;0,0000000000000000;0,14657837199087234;1,59340536865983640;0;0;;;0,0000000000000000;
2919157;Lapão;BA;Bahia;1;215097,4485526538;0,4649055610509530;0,48358664806789997;1,58753551583345387;0;0;;;0,1644349112302761;
2914406;Iraquara;BA;Bahia;1;199150,0192473706;0,5021340212665850;0,52198050871846713;1,58609098529281067;0;0;;;0,1776024425821465;
2921708;Morro do Chapéu;BA;Bahia;4;280154,3467379833;1,4277843790662412;1,43629698713619547;1,58100723457207226;0;0;;;0,5050006222704679;
2920809;Marcionílio Souza;BA;Bahia;1;79212,2329504439;1,2624312719799369;1,29558391597885025;1,57171689913042956;0;0;;;0,4465160056874308;
2917508;Jacobina;BA;Bahia;10;663026,1589040415;1,5082361179428638;1,51163820478974653;1,56416465020537898;0;0;;;0,5334560240742096;
3138104;Lassance;MG;Norte de Minas;2;55151,0546959260;3,6264039029297832;3,60231080893104805;1,56068491725071357;0;0;;;1,2826420112407115;
2923308;Ouriçangas;BA;Bahia;0;65672,7058204586;0,0000000000000000;0,07193291770013013;1,55762586155977689;0;0;;;0,0000000000000000;
2921609;Morpará;BA;Bahia;2;66595,1419314591;3,0032220699498402;2,99880644989716139;1,55661071673148776;0;0;;;1,0622255267514094;
3106655;Berizal;MG;Norte de Minas;0;35982,8296733886;0,0000000000000000;0,12858627065934650;1,54901067886053556;0;0;;;0,0000000000000000;
3170800;Várzea da Palma;MG;Norte de Minas;2;295696,5714237960;0,6763690192178708;0,68876846123650626;1,51648374777100936;0;0;;;0,2392285422066829;
2916302;Itapebi;BA;Bahia;2;78428,0684444792;2,5501074292245778;2,55603723802483884;1,50728065842346792;0;0;;;0,9019610086063339;
2900801;Alcobaça;BA;Bahia;5;190550,3553179859;2,6239783135833665;2,62579133003571163;1,48611510610052466;0;0;;;0,9280887931064382;
2901353;Andorinha;BA;Bahia;2;119438,6658650342;1,6744996149404430;1,69081325318484388;1,48311389888786094;0;0;;;0,5922626412887450;
2922730;Nova Fátima;BA;Bahia;1;63893,1412361383;1,5651132197494695;1,59809704142248599;1,48230460158491306;0;0;;;0,5535731875804115;
2926103;Retirolândia;BA;Bahia;3;113642,7872905934;2,6398507741003989;2,64263660783374643;1,47858400751956709;0;0;;;0,9337028077683067;
2925931;Quixabeira;BA;Bahia;1;74608,3745776096;1,3403321083744750;1,37373461282378151;1,47829234254598973;0;0;;;0,4740691652761073;
2928307;Santanópolis;BA;Bahia;1;71458,1716266658;1,3994200764392828;1,43287614028390098;1,46406979316991315;0;0;;;0,4949683017836381;
2902054;Araçás;BA;Bahia;2;95970,8902973602;2,0839652459231299;2,09701146660368476;1,45571061687819658;0;0;;;0,7370887098999306;
2920304;Malhada de Pedras;BA;Bahia;1;68951,7074781423;1,4502904084238950;1,48369892300533657;1,44867639565263495;0;0;;;0,5129608990441119;
3164209;São Romão;MG;Norte de Minas;1;91581,3213791199;1,0919257168831316;1,12381637132645396;1,44557956870515358;0;0;;;0,3862089924668697;
2918506;Jussara;BA;Bahia;2;128063,2798439132;1,5617279226626479;1,57844722999281872;1,44464780393684999;0;0;;;0,5523758239164853;
2926509;Ribeira do Amparo;BA;Bahia;1;115750,8760132812;0,8639243472207164;0,89258104914223790;1,41604715268563708;0;0;;;0,3055659799460718;
3115474;Catuti;MG;Norte de Minas;0;39006,8858955344;0,0000000000000000;0,11903717938091461;1,37658731999493478;0;0;;;0,0000000000000000;
3135100;Janaúba;MG;Norte de Minas;8;576818,4232878158;1,3869182531308002;1,39118681474694439;1,37650654572697362;0;0;;;0,4905464656556731;
2933000;Valente;BA;Bahia;1;213875,0511498603;0,4675627169338743;0,48632859494635339;1,35775169686228558;0;0;;;0,1653747347736759;
2928950;São Domingos;BA;Bahia;1;70624,4588565933;1,4159400527663555;1,44939016482639937;1,34651449587296357;0;0;;;0,5008113397432781;
2930600;Serrolândia;BA;Bahia;1;108289,7358048082;0,9234485545356722;0,95312120071908057;1,31860817218457727;0;0;;;0,3266194122254387;
2931103;Tanquinho;BA;Bahia;1;63230,8732312352;1,5815059145917565;1,61439333305563726;1,30933188031316372;0;0;;;0,5593712066772858;
2924207;Pedro Alexandre;BA;Bahia;1;124121,0124645838;0,8056653584624410;0,83320968593232836;1,30185011616074497;0;0;;;0,2849600495218867;
2905602;Camacan;BA;Bahia;2;218472,3272354727;0,9154477481463227;0,93033435107066609;1,30181328071688807;0;0;;;0,3237895646206277;
2907806;Cícero Dantas;BA;Bahia;4;258130,1690305800;1,5496057725535097;1,55803610813031734;1,29099521780415416;0;0;;;0,5480882764141276;
2900306;Acajutiba;BA;Bahia;3;116902,4254737904;2,5662427343499412;2,57001594208955320;1,28660423842055516;0;0;;;0,9076679901704279;
2903953;Bom Jesus da Serra;BA;Bahia;1;79066,8762899725;1,2647521274681035;1,29791516841716748;1,28653480028581768;0;0;;;0,4473368813622930;
2908002;Coaraci;BA;Bahia;2;137178,2220366549;1,4579573712987677;1,47486040171318122;1,28631490458052378;0;0;;;0,5156726677673888;
2919702;Macarani;BA;Bahia;2;164366,8764255099;1,2167901729922987;1,23341567379321360;1,28261385834628339;0;0;;;0,4303729635531983;
2910800;Feira de Santana;BA;Bahia;64;5040296,1338750646;1,2697666625154369;1,27029628423167718;1,27433399772851530;0;0;;;0,4491104988331303;
2912004;Ibiassucê;BA;Bahia;0;79050,2533491886;0,0000000000000000;0,06001823791684125;1,26975158444648772;0;0;;;0,0000000000000000;
3160454;Santo Antônio do Retiro;MG;Norte de Minas;1;55932,7570251992;1,7878610910409327;1,81877483015591390;1,26950961506432702;0;0;;;0,6323580624262738;
2919603;Macajuba;BA;Bahia;2;87918,9107492708;2,2748234514684182;2,28539095197897169;1,26908542835332350;0;0;;;0,8045943598978873;
2908507;Conceição do Jacuípe;BA;Bahia;3;279773,3208719292;1,0722966688354458;1,08298600624694941;1,26749150470626382;0;0;;;0,3792662904566817;
2920106;Mairi;BA;Bahia;2;146446,8453331123;1,3656832248251858;1,38259661592149219;1,26279732138044132;0;0;;;0,4830357359786336;
2926301;Riachão do Jacuípe;BA;Bahia;3;271738,0506264045;1,1040043869765264;1,11480902493542033;1,24771061575478015;0;0;;;0,3904811612920766;
2917706;Jaguarari;BA;Bahia;3;269847,2640037292;1,1117400100667840;1,12257103847099082;1,24457421887996511;0;0;;;0,3932172148107351;
2901809;Antônio Gonçalves;BA;Bahia;0;91739,4174357630;0,0000000000000000;0,05186896615175721;1,24336743720584786;0;0;;;0,0000000000000000;
2923902;Pau Brasil;BA;Bahia;1;77015,3959393854;1,2984416788391837;1,33173520405341894;1,23382496657789287;0;0;;;0,4592527172937206;
2904902;Cachoeira;BA;Bahia;3;254747,9339476740;1,1776346734243617;1,18866286792210074;1,22863812409873652;0;0;;;0,4165238474422271;
2925253;Ponto Novo;BA;Bahia;2;133145,3404339919;1,5021179062526187;1,51896499142049746;1,22822941442960420;0;0;;;0,5312920413636151;
2902658;Banzaê;BA;Bahia;1;101624,2307099725;0,9840172890006130;1,01459897330319015;1,22609329706274228;0;0;;;0,3480422888470008;
2905107;Caém;BA;Bahia;0;78956,0905254290;0,0000000000000000;0,06008829427313873;1,20842357697324454;0;0;;;0,0000000000000000;
2901700;Antônio Cardoso;BA;Bahia;1;92188,1087258514;1,0847386000441723;1,11655440433805153;1,19201210683161696;0;0;;;0,3836669430305406;
2929404;São Miguel das Matas;BA;Bahia;1;88822,9268813628;1,1258354516234974;1,15805557414823235;1,18955284085958435;0;0;;;0,3982027062208405;
2906907;Caravelas;BA;Bahia;2;172306,9812458054;1,1607190756518972;1,17713842360371412;1,18082152593466461;0;0;;;0,4105408800373321;
2910602;Esplanada;BA;Bahia;3;283802,4991564313;1,0570731437944128;1,06770304970780638;1,17942207252517717;0;0;;;0,3738818012217598;
2923506;Palmeiras;BA;Bahia;1;78802,2772751096;1,2689988596507966;1,30218045497890755;1,17089476601548581;0;0;;;0,4488389305696662;
2925709;Presidente Jânio Quadros;BA;Bahia;1;100422,1992641889;0,9957957576384260;1,02653963741705301;1,16479920588268970;0;0;;;0,3522082778287396;
2900405;Água Fria;BA;Bahia;1;126883,8092339307;0,7881226186678707;0,81530906760126798;1,16160382853362942;0;0;;;0,2787552649322271;
2929800;Saúde;BA;Bahia;0;94159,8373902207;0,0000000000000000;0,05055949481217938;1,09892877023081037;0;0;;;0,0000000000000000;
2930774;Sobradinho;BA;Bahia;2;198241,4977629595;1,0088705052014042;1,02446224417123588;1,08926611335438284;0;0;;;0,3568327545719657;
2917334;Iuiu;BA;Bahia;1;89549,1080538870;1,1167057067706818;1,14884096728053109;1,08842223053480769;0;0;;;0,3949735583891084;
2901502;Anguera;BA;Bahia;0;90247,4917159601;0,0000000000000000;0,05271045135348778;1,08435793884647946;0;0;;;0,0000000000000000;
2927705;Santa Cruz Cabrália;BA;Bahia;4;232449,7888503835;1,7208017351973610;1,72890316013715539;1,08428920718890875;0;0;;;0,6086394835381871;
2907707;Chorrochó;BA;Bahia;2;87945,5760169366;2,2741337206260828;2,28471126741215969;1,07934926931258546;0;0;;;0,8043504053416634;
2906857;Capela do Alto Alegre;BA;Bahia;0;90242,3907068888;0,0000000000000000;0,05271337529453108;1,07918967442262681;0;0;;;0,0000000000000000;
3142908;Monte Azul;MG;Norte de Minas;2;164965,1210635964;1,2123774935605764;1,22898871167359336;1,07712665963311482;0;0;;;0,4288122195840303;
2914901;Itacaré;BA;Bahia;4;228967,8100067329;1,7469704583724575;1,75499967595338435;1,05514078242990506;0;0;;;0,6178952378952211;
2925501;Prado;BA;Bahia;3;258615,6634522467;1,1600225446336700;1,17100288336856329;1,04880775384918690;0;0;;;0,4102945202908657;
2913408;Igaporã;BA;Bahia;1;126008,8588527107;0,7935949972921195;0,82089422489385344;1,04500825141379639;0;0;;;0,2806908195237072;
2919009;Lajedinho;BA;Bahia;0;29415,6909491449;0,0000000000000000;0,15571248446782479;1,04449968832564610;0;0;;;0,0000000000000000;
2933406;Wagner;BA;Bahia;1;76267,4709902910;1,3111749832734096;1,34450787613727929;1,01936453307939723;0;0;;;0,4637564272075724;
2913507;Iguaí;BA;Bahia;2;194597,0502004674;1,0277648083255460;1,04348098841676662;1,01665656129755155;0;0;;;0,3635155807570361;
2915601;Itamaraju;BA;Bahia;5;502376,5642751108;0,9952693568050094;1,00150033534812488;1,00434116243367466;0;0;;;0,3520220923287884;
3124302;Espinosa;MG;Norte de Minas;2;250567,4117572058;0,7981883940829287;0,81197802144545783;1,00247523314604114;0;0;;;0,2823154823731571;
2906873;Capim Grosso;BA;Bahia;2;261146,9925621759;0,7658522046827035;0,77929774023205634;0,99535958479866971;0;0;;;0,2708783242081063;
2922656;Nordestina;BA;Bahia;2;129325,2229663322;1,5464887313750615;1,56324641324519220;0,99149160965220462;0;0;;;0,5469857936038111;
2933109;Várzea do Poço;BA;Bahia;0;69757,6022769288;0,0000000000000000;0,06782168321138579;0,98800012407793569;0;0;;;0,0000000000000000;
3132107;Itacarambi;MG;Norte de Minas;0;142228,7947465408;0,0000000000000000;0,03367546825974425;0,98388438002852008;0;0;;;0,0000000000000000;
2919058;Lajedo do Tabocal;BA;Bahia;0;64752,2882004041;0,0000000000000000;0,07292902927889586;0,98352366741550001;0;0;;;0,0000000000000000;
2907509;Catu;BA;Bahia;4;416870,2751722046;0,9595311151287157;0,96718130592105744;0,98302180235485392;0;0;;;0,3393816442681478;
3162708;São João do Paraíso;MG;Norte de Minas;1;192122,5179296560;0,5205011941214208;0,54090475233257918;0,98287817639334085;0;0;;;0,1840988252692210;
2906303;Canavieiras;BA;Bahia;2;258948,7203223858;0,7723536913061557;0,78586985527263264;0,97335380243629133;0;0;;;0,2731778694606421;
2932200;Ubaitaba;BA;Bahia;3;147046,5323879799;2,0401705169657105;2,04924218449025641;0,97276151599011684;0;0;;;0,7215987201648368;
2930402;Serra Preta;BA;Bahia;0;132944,2642452466;0,0000000000000000;0,03599734417252250;0,96609941078887207;0;0;;;0,0000000000000000;
3136579;Josenópolis;MG;Norte de Minas;0;33923,4817258071;0,0000000000000000;0,13601665679141456;0,96158540098303502;0;0;;;0,0000000000000000;
2931905;Tucano;BA;Bahia;3;403502,1063408115;0,7434905426407115;0,75230719087285669;0,96146666676686710;0;0;;;0,2629691094752815;
2924058;Pé de Serra;BA;Bahia;1;108322,2666243929;0,9231712289288558;0,95283942383407649;0,96038943453817294;0;0;;;0,3265213234621301;
2917003;Itiúba;BA;Bahia;0;283933,0514535844;0,0000000000000000;0,01696971537313617;0,94491973010659347;0;0;;;0,0000000000000000;
2929008;São Félix;BA;Bahia;1;103440,6672016399;0,9667377706010643;0,99707292235367362;0,94381505080407269;0;0;;;0,3419306044272477;
2927804;Santa Cruz da Vitória;BA;Bahia;0;43953,9574556679;0,0000000000000000;0,10614237981337887;0,93721993438199813;0;0;;;0,0000000000000000;
2928000;Santaluz;BA;Bahia;2;306426,9800843918;0,6526840421979775;0,66478348083545946;0,91487452141481018;0;0;;;0,2308512771876258;
2906105;Canápolis;BA;Bahia;1;80721,7029332702;1,2388242116580035;1,27186077908597372;0,89701063295592598;0;0;;;0,4381662994381234;
2911907;Iaçu;BA;Bahia;1;197094,3613143239;0,5073711867409596;0,52737772005918027;0,89632404813343003;0;0;;;0,1794548033883505;
2916906;Itiruçu;BA;Bahia;0;94810,2290388868;0,0000000000000000;0,05021882068897190;0,89314938056914794;0;0;;;0,0000000000000000;
2904001;Boninal;BA;Bahia;1;113331,9050209574;0,8823640613956676;0,91134850128225631;0,88460709505234880;0;0;;;0,3120880201570243;
2909307;Correntina;BA;Bahia;2;262860,8732095944;0,7608587674458810;0,77424956298757452;0,87348220489699380;0;0;;;0,2691121689336572;
2914000;Ipirá;BA;Bahia;4;471493,7235516518;0,8483676028323214;0,85553747367173261;0,87322371382205732;0;0;;;0,3000636325945900;
2923035;Novo Horizonte;BA;Bahia;2;95475,7133391051;2,0947735607866216;2,10769558650591149;0,86943663706770624;0;0;;;0,7409115600527864;
2903805;Boa Vista do Tupim;BA;Bahia;2;142750,6222674621;1,4010446807389298;1,41797114690168402;0,86557041215520014;0;0;;;0,4955429166864860;
2911105;Formosa do Rio Preto;BA;Bahia;2;210406,1365526165;0,9505426185608696;0,96571164786502550;0,86439879261395391;0;0;;;0,3362024552907430;
2916401;Itapetinga;BA;Bahia;5;576477,0423024786;0,8673372282146304;0,87314900233094339;0,85761151434857619;0;0;;;0,3067730999082531;
2904852;Cabaceiras do Paraguaçu;BA;Bahia;1;142845,2855247507;0,7000581057515758;0,72528723042778087;0,84931398552640880;0;0;;;0,2476072607414547;
2925105;Poções;BA;Bahia;3;386658,5550390466;0,7758783456109088;0,78493439043381119;0,83762119306336413;0;0;;;0,2744245231173746;
2924306;Piatã;BA;Bahia;1;150581,8513111997;0,6640906532177981;0,68844305928885485;0,83473242300360639;0;0;;;0,2348857418781372;
2929909;Seabra;BA;Bahia;2;367377,1679692772;0,5443996454802152;0,55500403322279035;0,82984095326903773;0;0;;;0,1925515951583162;
2905503;Caldeirão Grande;BA;Bahia;1;106993,7837607252;0,9346337374480962;0,96448371576609337;0,81112024418672424;0;0;;;0,3305755588353891;
2920502;Maracás;BA;Bahia;1;197039,5551764584;0,5075123109694659;0,52752314369755438;0,80448275795576152;0;0;;;0,1795047183644898;
2918001;Jequié;BA;Bahia;10;1284613,8739293821;0,7784440292094900;0,78117484425970729;0,79830360222774166;0;0;;;0,2753319933438524;
2910859;Filadélfia;BA;Bahia;0;138784,8671835882;0,0000000000000000;0,03450092310661890;0,79303236442320946;0;0;;;0,0000000000000000;
3139250;Mamonas;MG;Norte de Minas;0;50415,2973793885;0,0000000000000000;0,09298633097459878;0,79099890182160115;0;0;;;0,0000000000000000;
2932507;Una;BA;Bahia;1;148192,4937248504;0,6747980109280729;0,69941610826001344;0,79068898261969667;0;0;;;0,2386728839605415;
2932002;Uauá;BA;Bahia;2;197434,9953093808;1,0129916415608078;1,02861104386542901;0,78939169610892723;0;0;;;0,3582903811271191;
2911709;Guanambi;BA;Bahia;5;703548,9264183410;0,7106826280660008;0,71582808273558574;0,78710934562474844;0;0;;;0,2513651043337904;
2920700;Maraú;BA;Bahia;0;183396,4786950708;0,0000000000000000;0,02618622511888210;0,78279866652565333;0;0;;;0,0000000000000000;
3145059;Nova Porteirinha;MG;Norte de Minas;0;56968,8984865561;0,0000000000000000;0,08260187017671267;0,76173513048018582;0;0;;;0,0000000000000000;
2913002;Ibitiara;BA;Bahia;1;125072,9794584987;0,7995332039977640;0,82695364076613365;0,75288081687481989;0;0;;;0,2827911353175264;
2902906;Barra do Choça;BA;Bahia;2;276759,4300319369;0,7226492697174612;0,73560697972562306;0,74947367211969840;0;0;;;0,2555976492257772;
2928604;Santo Amaro;BA;Bahia;3;469924,9034614571;0,6383998757891021;0,64635686342842746;0,74453478358418068;0;0;;;0,2257990346845844;
2907004;Cardeal da Silva;BA;Bahia;1;71406,4357384168;1,4004339940216315;1,43388995570840394;0,73590285792066068;0;0;;;0,4953269196656687;
2930204;Sento Sé;BA;Bahia;2;321325,8159584819;0,6224212001249277;0,63412321997739574;0,73251575058101326;0;0;;;0,2201474522245331;
2908309;Conceição do Almeida;BA;Bahia;0;132930,8108570248;0,0000000000000000;0,03600094092823471;0,72921155109356295;0;0;;;0,0000000000000000;
2933307;Vitória da Conquista;BA;Bahia;21;2905928,3752784114;0,7226606195339563;0,72390161266130959;0,72707969169313091;0;0;;;0,2556016636025112;
2930501;Serrinha;BA;Bahia;4;656211,3187283751;0,6095597387364963;0,61533892359846776;0,72502186564941595;0;0;;;0,2155984137984976;
2920205;Malhada;BA;Bahia;1;130071,4782813900;0,7688080532433490;0,79558818561805855;0,72383731239432336;0;0;;;0,2719237939473392;
2932457;Umburanas;BA;Bahia;0;132310,4504430798;0,0000000000000000;0,03616757826419281;0,71881934400237579;0;0;;;0,0000000000000000;
2909604;Crisópolis;BA;Bahia;1;164976,6478705202;0,6061463927821089;0,62899180078588068;0,70704688730671283;0;0;;;0,2143911293819828;
3143450;Montezuma;MG;Norte de Minas;0;60874,3507051065;0,0000000000000000;0,07744763395489271;0,70205358633469939;0;0;;;0,0000000000000000;
2907558;Caturama;BA;Bahia;1;73328,9546617993;1,3637177900763804;1,39715549240015857;0,69913716957327166;0;0;;;0,4823405709483032;
2909802;Cruz das Almas;BA;Bahia;3;502260,0045580401;0,5973001976615334;0,60488648178939808;0,69604584222835453;0;0;;;0,2112622717574595;
2931301;Tapiramutá;BA;Bahia;0;132300,0248846009;0,0000000000000000;0,03617039189381757;0,69356250685890741;0;0;;;0,0000000000000000;
2932309;Ubatã;BA;Bahia;1;172699,4999301047;0,5790404722681434;0,60114076260503024;0,67951965178977458;0;0;;;0,2048038927323434;
2917805;Jaguaripe;BA;Bahia;1;147803,6431794148;0,6765733093507901;0,70123507385224060;0,67840538664912398;0;0;;;0,2393007986662440;
2918308;Jitaúna;BA;Bahia;0;102561,1863802120;0,0000000000000000;0,04648598519362016;0,67649090071776985;0;0;;;0,0000000000000000;
3146552;Pai Pedro;MG;Norte de Minas;0;46758,3460193375;0,0000000000000000;0,10000152824264276;0,67177659652694166;0;0;;;0,0000000000000000;
3152131;Ponto Chique;MG;Norte de Minas;0;32213,8808559445;0,0000000000000000;0,14287033723039064;0,66389643676451471;0;0;;;0,0000000000000000;
2931400;Teodoro Sampaio;BA;Bahia;0;58468,8671049506;0,0000000000000000;0,08054315786618596;0,66184233141230520;0;0;;;0,0000000000000000;
2911600;Governador Mangabeira;BA;Bahia;1;167191,5018550330;0,5981165244074855;0,62074386948854421;0,65613284315037834;0;0;;;0,2115510026896129;
2916500;Itapicuru;BA;Bahia;1;273561,9478848520;0,3655479161966346;0,38088024960731587;0,65250114592136688;0;0;;;0,1292925793667118;
2903409;Belmonte;BA;Bahia;1;175076,7777601781;0,5711779784808524;0,59305733944886074;0,65091188431335145;0;0;;;0,2020229656446158;
3146255;Padre Carvalho;MG;Norte de Minas;0;45858,4820319114;0,0000000000000000;0,10189310185624352;0,64082908273123229;0;0;;;0,0000000000000000;
2902401;Aurelino Leal;BA;Bahia;0;90903,4144969535;0,0000000000000000;0,05233715434415495;0,63650413968603514;0;0;;;0,0000000000000000;
2933505;Wenceslau Guimarães;BA;Bahia;1;184555,4211092049;0,5418426584219822;0,56287866460503400;0,62834414868274635;0;0;;;0,1916472008572736;
2929750;Saubara;BA;Bahia;1;95066,2471188749;1,0518980503664541;1,08334946835029955;0,62686338972436928;0;0;;;0,3720513950065468;
2923209;Oliveira dos Brejinhos;BA;Bahia;1;171664,2218140710;0,5825325681918141;0,60473029143770984;0,62124342976014757;0;0;;;0,2060390306427576;
2923407;Palmas de Monte Alto;BA;Bahia;1;168885,2989180527;0,5921178494554606;0,61458082459330621;0,62117031461170091;0;0;;;0,2094292995613352;
2932606;Urandi;BA;Bahia;0;129143,9531560331;0,0000000000000000;0,03704275710514522;0,61923361614214423;0;0;;;0,0000000000000000;
2915106;Itagi;BA;Bahia;0;105715,1780722926;0,0000000000000000;0,04512121867154057;0,61232439022267227;0;0;;;0,0000000000000000;
2913903;Ipiaú;BA;Bahia;2;350825,7539839348;0,5700835749052748;0,58106092102042184;0,61102188454991357;0;0;;;0,2016358802451782;
2918407;Juazeiro;BA;Bahia;11;1864030,0117901713;0,5901192540047064;0,59217505817831584;0,61078494983523834;0;0;;;0,2087224057466278;
2901908;Aporá;BA;Bahia;0;135842,8834908176;0,0000000000000000;0,03523880543461327;0,60359492485901034;0;0;;;0,0000000000000000;
2921104;Medeiros Neto;BA;Bahia;0;181280,5389632364;0,0000000000000000;0,02648901189520156;0,60212171529558511;0;0;;;0,0000000000000000;
2900603;Aiquara;BA;Bahia;0;35858,9652345872;0,0000000000000000;0,12901016745559066;0,59997117436930059;0;0;;;0,0000000000000000;
2902500;Baianópolis;BA;Bahia;0;111330,7813835573;0,0000000000000000;0,04287979037113913;0,59724239468990181;0;0;;;0,0000000000000000;
2923100;Olindina;BA;Bahia;1;204589,8827759703;0,4887827229927192;0,50821685103278935;0,59330582317531411;0;0;;;0,1728801511526589;
2929206;São Francisco do Conde;BA;Bahia;2;320641,3223107732;0,6237499226820029;0,63546972375577360;0,58983571776022281;0;0;;;0,2206174151460960;
2928802;Santo Estêvão;BA;Bahia;2;428151,4493179648;0,4671244259913058;0,47653777578521389;0,58892124118593125;0;0;;;0,1652197133278765;
2932705;Uruçuca;BA;Bahia;1;169351,1060074582;0,5904892052821671;0,61290733725327451;0,58680857425462085;0;0;;;0,2088532557741716;
2922508;Nazaré;BA;Bahia;0;225844,3688429094;0,0000000000000000;0,02130155473106985;0,58098105722008397;0;0;;;0,0000000000000000;
3126604;Francisco Dumont;MG;Norte de Minas;0;39059,3974015081;0,0000000000000000;0,11888387484380972;0,57906305404309699;0;0;;;0,0000000000000000;
2910008;Dário Meira;BA;Bahia;0;86412,1434820835;0,0000000000000000;0,05500445640250164;0,57519003010495207;0;0;;;0,0000000000000000;
2918100;Jeremoabo;BA;Bahia;1;317396,1027442084;0,3150637299431199;0,32856119673740941;0,56182305749493666;0;0;;;0,1114365600358964;
2912707;Ibirapitanga;BA;Bahia;1;198668,9166313567;0,5033500040952887;0,52323373719463551;0,55546455159958241;0;0;;;0,1780325299918205;
2915908;Itanagra;BA;Bahia;0;49833,8764987290;0,0000000000000000;0,09403513621717333;0,55400578474592843;0;0;;;0,0000000000000000;
2924009;Paulo Afonso;BA;Bahia;5;939897,7909179965;0,5319727366436843;0,53615205428626811;0,54780300570448970;0;0;;;0,1881562559268766;
3127339;Gameleiras;MG;Norte de Minas;0;39741,8731342072;0,0000000000000000;0,11692674792092717;0,54373078332033864;0;0;;;0,0000000000000000;
2909703;Cristópolis;BA;Bahia;1;113017,1193244601;0,8848217030988967;0,91384894105278747;0,54142660958802769;0;0;;;0,3129572764730657;
2931350;Teixeira de Freitas;BA;Bahia;6;1247164,8316265740;0,4810911795977037;0,48431209337328163;0,53221549926629852;0;0;;;0,1701596884149706;
2912509;Ibipitanga;BA;Bahia;1;116277,6792978830;0,8600102840358345;0,88859591486524803;0,51939041622167292;0;0;;;0,3041815941992099;
3171030;Verdelândia;MG;Norte de Minas;0;68489,8445133936;0,0000000000000000;0,06904641483290701;0,51473571622116920;0;0;;;0,0000000000000000;
2902609;Baixa Grande;BA;Bahia;0;155812,5663399625;0,0000000000000000;0,03077158693974307;0,51036633519884944;0;0;;;0,0000000000000000;
2925402;Potiraguá;BA;Bahia;0;70326,4331202720;0,0000000000000000;0,06728616721704203;0,50727032607756850;0;0;;;0,0000000000000000;
2903904;Bom Jesus da Lapa;BA;Bahia;3;547798,4733845139;0,5476466521465134;0,55475917605954506;0,50555105839664982;0;0;;;0,1937000461506638;
2925808;Queimadas;BA;Bahia;1;209190,1518783644;0,4780339757970343;0,49713158385409290;0,50553051306332020;0;0;;;0,1690783698038541;
2904506;Brotas de Macaúbas;BA;Bahia;0;89486,2950235253;0,0000000000000000;0,05315039298667875;0,50214486057877383;0;0;;;0,0000000000000000;
2926400;Riacho de Santana;BA;Bahia;1;268284,2871415897;0,3727389369889709;0,38832530836228757;0,50086952040871890;0;0;;;0,1318360096129964;
2904100;Boquira;BA;Bahia;1;164517,8585363234;0,6078367472666883;0,63072777297371363;0,50070195704903697;0;0;;;0,2149889998161225;
