covariavel;rotulo;beta_min;beta_q1;beta_mediana;beta_q3;beta_max;amplitude_IQR;pct_t_maior_196;troca_de_sinal
idhm;IDHM (geral);-0,1258423355529496;-0,0292294968655918;0,00248998658114648;0,1007335788184611;0,2539487745819410;0,1299630756840529;14,314115308151093;TRUE
pct_agua_superficial;% domicílios abastecidos por rio/córrego/açude;-0,1505666754779547;-0,0192598667310167;0,06551730016598445;0,1088582298049656;0,1838495474435564;0,1281180965359823;0,397614314115308;TRUE
pct_esgoto_em_corpo_dagua;% domicílios com esgoto lançado em rio/lago/córrego;0,0294972473419934;0,0544237409821956;0,08968011414741969;0,1546502955776303;0,2601266806004225;0,1002265545954347;0,000000000000000;FALSE
pct_agua_rede;% domicílios com água de rede geral;-0,1285458065987509;-0,0785723494519277;-0,05693196521531203;-0,0330624438767338;0,0762009887465674;0,0455099055751940;4,970178926441352;TRUE
pct_esgoto_adeq;% domicílios com esgotamento adequado;-0,1029663798261451;-0,0809659778616864;-0,06943849887988239;-0,0606050443762172;-0,0332921018984351;0,0203609334854692;52,485089463220682;FALSE
dens_demografica;Densidade demográfica (hab/km²);-0,1795727998189488;0,0166314118399244;0,04884319058921031;0,1355078682506039;0,3796722164539680;0,1188764564106795;12,723658051689860;TRUE
