termo;RR;ep_robusto;estat_z;p_valor;RR_li;RR_ls;modelo;RR_IC;p_fmt
idhm;1,138184600782451;0,1469796969744842;0,8806286875797366;0,3785188261401906673;0,853303173051872;1,518175750858899;Poisson + ESF (1 autovetores);1.14 (0.85–1.52);0,379
pct_agua_superficial;1,131447482688026;0,1784877890602595;0,6919115967458945;0,4889928474746279008;0,797453409188503;1,605326896004858;Poisson + ESF (1 autovetores);1.13 (0.80–1.61);0,489
pct_esgoto_em_corpo_dagua;1,609932239409874;0,1939895835877193;2,4547302075747202;0,0140990358199776147;1,100736491597474;2,354679648831985;Poisson + ESF (1 autovetores);1.61 (1.10–2.35);0,014
pct_agua_rede;0,843582736807429;0,1010168630608968;-1,6838504894221449;0,0922105667747536162;0,692057172376842;1,028284746179916;Poisson + ESF (1 autovetores);0.84 (0.69–1.03);0,092
pct_esgoto_adeq;0,803349502350232;0,0750768793030866;-2,9165492225270135;0,0035392687299161513;0,693424166981223;0,930700794199233;Poisson + ESF (1 autovetores);0.80 (0.69–0.93);0,004
dens_demografica;0,994970429640899;0,1169298095282550;-0,0431221194952255;0,9656041868901635850;0,791187358354941;1,251241119319905;Poisson + ESF (1 autovetores);0.99 (0.79–1.25);0,966
regiaoNorte de Minas;5,657836496214524;0,3987332491374566;4,3463683512847533;0,0000138410059794659;2,589691526570205;12,360975617931087;Poisson + ESF (1 autovetores);5.66 (2.59–12.36);<0,001
