code_muni;name_muni;uf;regiao;pop_central;casos_sinan;pessoa_ano;inc_sinan_bruta;inc_sinan_ebl;rme_sinan;examinados;positivos;posit_ebl;idhm;ivs;pct_agua_rede;pct_esgoto_adeq;cluster;p_lisa_aj;Gi_cluster;n_anos_AA;classe_persistencia;RR_anual;classe_tendencia
2922052;Mulungu do Morro;BA;Bahia;13151,99999999999;8;96956,4110201353;8,2511304985686955;8,43021854303532514;2,9183860653645031;0;0;;0,566;;70,8351843625056;0,621945801865837;Não significativo;0,3549860655737705;Não significativo;0;Sem cluster relevante;1,05558966640918e+00;Estável
2905206;Caetité;BA;Bahia;52012,00000000001;36;418691,6258691369;8,5982135241586821;8,26581598544604645;3,0411476997347355;0;0;;0,625;;71,4285714285714;36,019923024677382;Não significativo;0,4479010600706714;Não significativo;0;Sem cluster relevante;1,23313366404779e+00;Estável
2910107;Dom Basílio;BA;Bahia;11884,00000000000;8;97491,6333553357;8,2058323618825284;8,06163335735086584;2,9023643273838928;0;0;;0,591;;64,7276573241671;3,331570597567425;Não significativo;0,3904098837209302;Não significativo;0;Sem cluster relevante;4,07036555685718e-11;Decrescente
3162252;São João da Lagoa;MG;Norte de Minas;4822,00000000000;5;39311,5808252448;12,7188983374312379;8,04246755874350150;4,4986145451445649;0;0;;0,634;;59,9567099567100;0,595238095238095;Não significativo;0,4166677884615385;Não significativo;0;Sem cluster relevante;1,30237046080642e+00;Estável
3143302;Montes Claros;MG;Norte de Minas;414240,00000000029;269;3355433,6803059899;8,0168474668070111;8,01811144391709973;2,8355212584918861;0;0;;0,770;;92,0778745415996;93,689095768558744;Não significativo;0,3069443181818182;Não significativo;0;Sem cluster relevante;1,65872420993200e+00;Crescente
2916203;Itapé;BA;Bahia;10341,00000000001;8;76741,3035772453;10,4246339677400250;7,82664877105013534;3,6871440238710789;0;0;;0,599;;85,1682368775236;73,512786002691783;Não significativo;0,4984820359281438;Não significativo;0;Sem cluster relevante;5,91174631434094e-01;Decrescente
3136801;Juramento;MG;Norte de Minas;3768,00000000000;2;32523,4271719235;6,1494134348994418;7,09069153671056718;2,1750186209864100;0;0;;0,669;;72,8323699421965;54,913294797687861;Não significativo;0,4587622149837134;Não significativo;1;Cluster de alto risco esporádico (1-2 anos);;Não estimável
3156502;Rubelita;MG;Norte de Minas;5679,00000000000;6;45936,2455946385;13,0615811595632376;7,01892128065109500;4,6198198482388859;0;0;;0,582;;66,1792452830189;20,754716981132077;Não significativo;0,4984820359281438;Não significativo;0;Sem cluster relevante;1,04850370064107e+00;Estável
2904050;Bonito;BA;Bahia;15844,00000000000;11;132062,1624464386;8,3294107836991884;6,93251690616902305;2,9460734341871415;0;0;;0,561;;88,3059301681138;1,016072418252356;Não significativo;0,4390004065040651;Não significativo;0;Sem cluster relevante;9,12840826165015e-01;Estável
2906006;Campo Formoso;BA;Bahia;71377,00000000001;42;579856,3558954054;7,2431731709044103;6,89716462852399559;2,5618762973941909;0;0;;0,586;;67,7522954667106;14,365710050644379;Não significativo;0,4590485436893204;Não significativo;0;Sem cluster relevante;7,07005498825490e-01;Estável
