regiao;n_municipios;pop_mediana;casos_totais;inc_media_bruta;exames_totais;positivos_totais;positividade_pct;idhm__mediana;idhm__q1;idhm__q3;idhm_renda__mediana;idhm_renda__q1;idhm_renda__q3;ivs__mediana;ivs__q1;ivs__q3;gini__mediana;gini__q1;gini__q3;pct_agua_rede__mediana;pct_agua_rede__q1;pct_agua_rede__q3;pct_esgoto_adeq__mediana;pct_esgoto_adeq__q1;pct_esgoto_adeq__q3;pct_agua_superficial__mediana;pct_agua_superficial__q1;pct_agua_superficial__q3;pct_esgoto_em_corpo_dagua__mediana;pct_esgoto_em_corpo_dagua__q1;pct_esgoto_em_corpo_dagua__q3;pct_lixo_coletado__mediana;pct_lixo_coletado__q1;pct_lixo_coletado__q3;dens_demografica__mediana;dens_demografica__q1;dens_demografica__q3
Bahia;417;16354,0;2258;1,91427283759201;0;0;;0,5890;0,566;0,61400;0,567;0,5460;0,595;;;;0,53;0,49;0,55;75,4521963824289;64,7276573241671;84,9251166216548;26,9206349206349;4,86075949367089;52,2398159426174;1,32873386993740;0,256410256410256;3,7988672468573;0,2565532626882320;0,0614062020264047;1,912997903563941;74,5297563983966;60,5938825630721;84,0659340659341;21,5693362813996;12,06348743502565;40,7056797653487
Norte de Minas;86;7201,5;1453;10,92455905826368;0;0;;0,6245;0,604;0,64275;0,579;0,5575;0,601;;;;0,49;0,46;0,52;72,6195990850267;62,4576573114818;79,5736202355363;23,6553873782307;2,94213675064519;41,3250811418647;3,06794482388924;0,918056603246445;7,1829117212454;0,0494983745301389;0,0000000000000000;0,135873358443479;65,3663644507521;56,5283926965176;78,4147014611429;9,3046470742413;5,77233608456266;15,5766398721731
